no.	maxl2sqr
2120	0.0031284592382807806	0:01:48.986297
2140	0.005946897860610024	0:01:45.054588
2160	0.0035636487934808322	0:01:57.881892
2180	0.006282630672366104	0:01:46.464649
2200	0.00346056000092551	0:01:44.486320
2220	0.0033809228032588273	0:01:44.526714
2240	0.0031959865928225307	0:01:45.006022
2260	0.005322970651469021	0:01:46.011574
2280	0.004363209047637467	0:01:45.188335
2300	0.0051849537707211995	0:01:45.845302
2320	0.0022862915505751087	0:01:52.312631
2340	0.004912666423290541	0:01:47.217543
2360	0.004035489842094435	0:01:45.914553
2380	0.005904014299709042	0:01:53.622638
2400	0.0069037290582816815	0:01:44.167320
2420	0.005774277065993209	0:01:48.493089
2440	0.004145499315257857	0:01:51.025688
2460	0.0036719129644096986	0:01:48.694272
2480	0.002615792075911174	0:01:48.035417
2500	0.004164466011418176	0:02:03.620052
2520	0.0037274957594070155	0:01:47.973842
2540	0.007119588591342895	0:01:48.492191
2560	0.005111132254695479	0:01:53.176231
2580	0.003971757527793071	0:01:44.819854
2600	0.004896873639020839	0:01:45.187189
2620	0.0041957849997408935	0:01:50.299948
2640	0.0047488860574709385	0:02:01.179286
2660	0.006230321120558588	0:01:48.736347
2680	0.003649105739480415	0:01:47.972026
2700	0.002871923518519087	0:01:48.711557
2720	0.0025375894517836207	0:01:44.802572
2740	0.002531838738590638	0:01:44.472570
2760	0.00253479920944533	0:01:44.550518
2780	0.007768881156734283	0:01:44.984139
2800	0.005374471047551786	0:01:47.491788
2820	0.004484527525221707	0:01:53.540417
2840	0.004051717823239206	0:01:45.423366
2860	0.004396974797094011	0:01:49.069014
2880	0.0013292441146092663	0:01:47.096858
2900	0.004469039900063454	0:01:44.444488
2920	0.0036280639206642947	0:01:45.691285
2940	0.004659999913580619	0:01:55.992758
2960	0.0038767033143173707	0:01:51.715238
2980	0.004512232569885425	0:01:55.051912
8000	0.004436949023694856	0:01:38.894586
8020	0.0030992822108988445	0:02:15.776341
8040	0.004412426353446699	0:02:07.069668
8060	0.004224451562115147	0:01:39.195813
8080	0.004959789575268852	0:01:39.228354
8100	0.0020575336254944126	0:01:43.731096
8120	0.005697257769086958	0:01:38.351200
8140	0.0075240185522198405	0:01:41.869839
8160	0.004912974368212772	0:01:41.560541
8180	0.004863470140283013	0:01:39.377522
8200	0.006159732184848974	0:01:41.134151
8220	0.0032138823211637696	0:01:40.355269
8240	0.005957709593123472	0:01:38.756489
8260	0.006363838970829925	0:01:38.506039
8280	0.0038350597793202633	0:01:38.661015
8300	0.005982583050491281	0:01:38.235140
8320	0.004276822202765544	0:01:38.745063
8340	0.002152172892491434	0:01:38.543833
8360	0.0023540672503365185	0:01:58.661379
8380	0.004252040483618841	0:01:45.145552
8400	0.004115927294053882	0:01:39.692862
8420	0.0015280753945003157	0:01:48.464240
8440	0.004525083893058406	0:01:48.495384
8460	0.005878293315492205	0:01:40.924515
8480	0.003540277149356069	0:01:48.554569
8500	0.0043804654352912736	0:01:38.944245
8520	0.0029781193471361232	0:01:38.633490
8540	0.0016257379305121768	0:01:55.280811
8560	0.008206238343848959	0:01:47.126316
8580	0.004789870621320669	0:01:41.298201
8600	0.0016928515211189089	0:01:58.234367
8620	0.0030625762606317566	0:01:59.445221
8640	0.003043006813975981	0:02:01.468352
8660	0.0065355053740732486	0:01:46.865407
8680	0.0029759802546699002	0:01:48.559171
8700	0.00265201770012816	0:01:41.795126
8720	0.0019434247001293183	0:01:58.711126
8740	0.001526991126595316	0:02:04.822493
8760	0.005096282423341619	0:01:49.620976
8780	0.005419492075987583	0:01:49.106524
8800	0.005515344284875463	0:01:41.046654
8820	0.005251270871736975	0:01:42.741679
8840	0.005581305865823475	0:01:38.411620
8860	0.005237669433948908	0:01:58.638972
8880	0.0055475792132042385	0:01:52.798733
8900	0.0033740032952287034	0:01:43.401273
8920	0.00465652180931013	0:01:58.063210
8940	0.005057829054317919	0:01:40.098090
8960	0.003889041707263578	0:01:50.805950
8980	0.002484102443590073	0:01:54.923563
9000	0.0036030597765862424	0:01:39.693450
9020	0.00516792179723271	0:01:39.323762
9040	0.004759573757969432	0:01:39.346499
9060	0.007850495948309015	0:01:39.844699
9080	0.007221263157401588	0:01:39.944814
9100	0.00514675081234715	0:01:39.657365
9120	0.001559131937095312	0:01:39.669474
9140	0.0015689917631115657	0:01:39.811867
9160	0.004846989472748623	0:01:39.765581
9180	0.0025356345817204567	0:01:39.653687
9200	0.0026116452195096905	0:01:40.846142
9220	0.007805859029676724	0:01:40.952834
9240	0.005666917482105762	0:01:40.813318
9260	0.003603348800644123	0:01:41.039346
9280	0.006912976576311843	0:01:41.145321
9300	0.0032799863765140234	0:01:39.670565
9320	0.0025328390863155817	0:01:39.639834
9340	0.002835969851759368	0:01:39.785929
9360	0.0046614813196981615	0:01:40.035107
9380	0.005078941061666189	0:01:41.140241
9400	0.004626949224827577	0:01:41.189706
9420	0.00497781238857479	0:01:41.459466
9440	0.008466893968974362	0:01:41.187489
9460	0.005893852838803734	0:01:41.334216
9480	0.006050954460792015	0:01:41.402793
9500	0.004945039380326213	0:01:41.482507
9520	0.0015892557681048951	0:01:41.668201
9540	0.002084472701682134	0:01:41.227617
9560	0.0029061780306924682	0:01:41.507232
9580	0.003260636700802685	0:01:39.980122
9600	0.0031083392666058584	0:01:42.494283
9620	0.002976785926733457	0:01:41.132116
9640	0.0036794573626573214	0:01:41.245660
9660	0.004981718456412276	0:01:41.295424
9680	0.0045735615817115525	0:01:41.424345
9700	0.002134892466631393	0:01:41.541110
9720	0.006754812116767005	0:01:41.552091
9740	0.00399388960551254	0:01:41.415488
9760	0.0016514896963983605	0:01:41.750683
9780	0.003918580963133538	0:01:41.406700
9800	0.005608857232923373	0:01:41.429954
9820	0.005112242766006362	0:01:41.566183
9840	0.004558881307618192	0:01:41.517712
9860	0.006113418958250629	0:01:41.430738
9880	0.0042259387225752724	0:01:41.533097
9900	0.003582719211547329	0:01:41.411739
9920	0.0038365420625581063	0:01:41.381755
9940	0.006207640191558988	0:01:41.728681
9960	0.003533796465383027	0:01:41.787885
9980	0.007645555334324379	0:01:41.274691
6000	0.002488133017785459	0:01:47.259586
6020	0.002043874518529821	0:01:47.175369
6040	0.004714701005450955	0:01:47.029637
6060	0.0014535993538430045	0:01:47.586631
6080	0.008063543485261938	0:01:47.094281
6100	0.004375901323386776	0:01:47.109336
6120	0.004386801382878933	0:01:47.213898
6140	0.007055260903358642	0:01:46.994874
6160	0.005910799284566511	0:01:47.247154
6180	0.004570280518550801	0:01:47.758824
6200	0.004210941917220398	0:01:47.785635
6220	0.004058014186453483	0:01:47.144596
6240	0.0052347308778650245	0:01:47.094006
6260	0.006825699345253587	0:01:47.253315
6280	0.007714762395317571	0:01:47.576927
6300	0.004561135217263803	0:01:47.371829
6320	0.0016332185441225275	0:01:45.841765
6340	0.004895642716703818	0:01:45.688896
6360	0.004029258981122774	0:01:45.956767
6380	0.0038362904162283114	0:01:45.917439
6400	0.005544426684938877	0:01:46.094923
6420	0.003133994518405123	0:01:46.201476
6440	0.0058794176162334875	0:01:46.073637
6460	0.0047836821045991705	0:01:45.796853
6480	0.004749303989011322	0:01:45.613814
6500	0.004517713144915559	0:01:45.737445
6520	0.003972805503577767	0:01:46.109730
6540	0.0016055668258081741	0:01:46.116899
6560	0.003572809630883271	0:01:45.925724
6580	0.008620177894384068	0:01:45.651067
6600	0.0037642130343974664	0:01:45.845259
6620	0.003938050291243327	0:01:46.150028
6640	0.003919929456011901	0:01:45.988926
6660	0.0032407490317481018	0:01:45.943566
6680	0.0017960548917049359	0:01:45.926090
6700	0.004100418308160362	0:01:45.990321
6720	0.002051072936443079	0:01:45.736281
6740	0.005732386279595148	0:01:46.235256
6760	0.007350657456174748	0:01:46.860221
6780	0.0034835788882148265	0:01:46.711612
6800	0.005377151132250947	0:01:46.645400
6820	0.004467468998996643	0:01:46.986665
6840	0.005428747387446664	0:01:47.316939
6860	0.006981632147869489	0:01:47.563420
6880	0.007388704748461014	0:01:47.219507
6900	0.003262957526218402	0:01:47.248434
6920	0.0052426808269950605	0:01:46.998240
6940	0.003827111170748849	0:01:48.688688
6960	0.0031410226831753954	0:01:47.503439
6980	0.0027879777553428795	0:01:48.721381
7000	0.001409007093510546	0:01:41.324037
7020	0.004312529534694326	0:01:41.231758
7040	0.007201989585147947	0:01:41.096026
7060	0.004385716699346551	0:01:41.635130
7080	0.0044317761521419615	0:01:40.770673
7100	0.0041559686636830784	0:01:40.650807
7120	0.004774071201061441	0:01:40.681142
7140	0.004175637793464626	0:01:40.585544
7160	0.004032699759637447	0:01:40.020030
7180	0.003375242465877974	0:01:40.224633
7200	0.0051281107769326805	0:01:40.249044
7220	0.005644778768285154	0:01:40.114387
7240	0.0029118264220513103	0:01:40.113780
7260	0.004384785568305654	0:01:39.995356
7280	0.0012231465566594326	0:01:40.132809
7300	0.003086555847871469	0:01:40.169126
7320	0.00354835273692384	0:01:41.709130
7340	0.0013802336192017869	0:01:41.907965
7360	0.0031100258730114667	0:01:41.577426
7380	0.002799980561049017	0:01:41.938849
7400	0.0035128447273087776	0:01:41.651423
7420	0.005360851530335833	0:01:41.960679
7440	0.004541788513583865	0:01:41.879878
7460	0.0036057862816826327	0:01:41.871340
7480	0.0021885945960200214	0:01:41.911853
7500	0.0036008456418048737	0:01:42.068464
7520	0.002961861613230165	0:01:42.192249
7540	0.004802917578289016	0:01:42.286826
7560	0.0022957822942898834	0:01:41.934439
7580	0.003959867471926637	0:01:41.802563
7600	0.002238152536657298	0:01:41.804258
7620	0.004561674548808936	0:01:40.450706
7640	0.003203111764400981	0:01:40.463346
7660	0.005245030473437102	0:01:40.271076
7680	0.0034297221077259827	0:01:40.402831
7700	0.0035694633060081873	0:01:40.609037
7720	0.004412758133237236	0:01:40.625964
7740	0.005969417754854787	0:01:40.510705
7760	0.003204260316727859	0:01:40.128533
7780	0.00772042450635951	0:01:40.536453
7800	0.0066227054589647495	0:01:40.408656
7820	0.0060440552885205005	0:01:40.412688
7840	0.00432969948610058	0:01:40.427392
7860	0.0052226385289967925	0:01:40.580347
7880	0.0037775254489747314	0:01:40.314821
7900	0.0028527354367895532	0:01:40.275227
7920	0.0029219420676605996	0:01:40.183266
7940	0.003598859350462636	0:01:40.626176
7960	0.0037620559531669016	0:01:41.148618
7980	0.0017437079569034503	0:01:41.957491
0	0.0035421248632750016	0:01:49.644575
20	0.003115072305457104	0:01:49.870503
40	0.0009228261416704521	0:01:50.014337
60	0.003320664140535312	0:01:49.720725
80	0.002429922804108194	0:01:49.946541
100	0.004937494402369958	0:01:49.669909
120	0.005864973091561705	0:01:49.730637
140	0.003859638231779824	0:01:49.684444
160	0.003285101526989397	0:01:49.797302
180	0.001358549211068186	0:01:49.898717
200	0.005974794498608224	0:01:49.786230
220	0.003255272111359762	0:01:49.692498
240	0.004512119882928441	0:01:49.619971
260	0.005763992988732531	0:01:49.791786
280	0.0050606574762197785	0:01:49.830301
300	0.0025017630085676316	0:01:49.716916
320	0.001700880285485891	0:01:49.844402
340	0.0034946923952699355	0:01:49.764548
360	0.0045717973377619875	0:01:49.928862
380	0.010408585161949688	0:01:49.771525
400	0.006037049660190309	0:01:49.865498
420	0.003153403644375321	0:01:47.912564
440	0.006834361441504781	0:01:49.308365
460	0.0022339976380847	0:01:49.750374
480	0.0016374315942256385	0:01:49.664123
500	0.005670327782285214	0:01:49.752481
520	0.0032099247839392523	0:01:49.742532
540	0.005869989657681691	0:01:49.586485
560	0.00310684764233509	0:01:49.565776
580	0.003547152917684044	0:01:49.643364
600	0.0037363318054133006	0:01:49.620488
620	0.007475321753540656	0:01:49.787414
640	0.0017044935420455246	0:01:49.709445
660	0.003521999291279168	0:01:49.532021
680	0.004063053573513601	0:01:49.878528
700	0.0018664164969679315	0:01:49.738020
720	0.006572526662473297	0:01:48.339690
740	0.0024922916979914283	0:01:49.865192
760	0.002412084897333733	0:01:49.758738
780	0.007360678721780781	0:01:49.734449
800	0.005961019074442206	0:01:49.636992
820	0.0054911912705805	0:01:49.712805
840	0.0020224431400101446	0:01:49.928725
860	0.0059007905674902435	0:01:49.769100
880	0.003045728017427605	0:01:49.653306
900	0.001971323953847846	0:01:49.843372
920	0.0010405881320445078	0:01:49.196132
940	0.004797372702776596	0:01:47.597083
960	0.0022890418116239	0:01:46.701384
980	0.005065193441440172	0:01:38.857064
